Filename,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,Band6_Mean,Band7_Mean,Band8_Mean,Band9_Mean,Band10_Mean,Band11_Mean,Band12_Mean,Band13_Mean,Temperature
Agri_Land_Temperature_619_2021-06-06.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,11.10886111
Agri_Land_Temperature_619_2021-06-07.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.78520139
Agri_Land_Temperature_619_2021-06-08.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.67513889
Agri_Land_Temperature_619_2021-06-09.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.45842361
Agri_Land_Temperature_619_2021-06-10.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.25180556
Agri_Land_Temperature_619_2021-06-11.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.25688194
Agri_Land_Temperature_619_2021-06-12.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.31605556
Agri_Land_Temperature_619_2021-06-13.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.34003472
Agri_Land_Temperature_619_2021-06-14.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.43528472
Agri_Land_Temperature_619_2021-06-15.tif_extracted.tif,1417.045174,1147.480578,860.5964384,565.6698746,502.0981887,485.3236834,490.0468554,413.1212092,463.3110847,101.4707741,6.698107123,325.2631243,254.1389881,10.96747917
Agri_Land_Temperature_619_2021-07-16.tif_extracted.tif,2142.786963,1783.818241,1392.225744,1035.214035,924.614891,903.944583,896.6101099,760.3425368,807.5329233,223.6518228,11.15341194,348.831721,215.6431262,13.38898611
Agri_Land_Temperature_619_2021-07-17.tif_extracted.tif,2142.786963,1783.818241,1392.225744,1035.214035,924.614891,903.944583,896.6101099,760.3425368,807.5329233,223.6518228,11.15341194,348.831721,215.6431262,13.16161111
