SiteID,Date,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,Band6_Mean,Band7_Mean,Band8_Mean,Band9_Mean,Band10_Mean,Band11_Mean,Band12_Mean,Band13_Mean,TP
Agri_Land_TP,14-05-2018 00:00,1064.184864,751.8365241,504.4189351,319.8429554,300.9125037,320.8830392,322.86898,287.3354771,288.3743643,157.5637152,14.20595274,157.4801077,102.3181274,0.049666667
Agri_Land_TP,14-06-2018 00:00,1004.31078,708.9633028,471.2958716,272.1330275,251.0401376,297.6456422,316.2213303,276.6112385,259.9288991,152.0172018,9.599770642,115.6353211,68.50688073,0.074
Agri_Land_TP,25-06-2018 00:00,974.7665692,678.6998051,444.285575,242.8216374,216.8425926,253.6154971,266.1232943,231.9278752,218.6842105,131.1998051,7.310916179,93.16423002,52.91520468,0.1265
Agri_Land_TP,27-08-2018 00:00,1054.043225,719.246236,464.0140845,245.4808159,219.9470617,261.4997572,272.4550753,225.1690141,223.5730937,113.9402623,8.029626032,64.86692569,30.22972317,0.071
Agri_Land_TP,09-01-2019 00:00,3979.374737,4207.475789,3690.286316,3824.726316,3221.477895,3344.848421,3369.6,3933.012632,3279.010526,2204.884211,43.27157895,351.2863158,369.7073684,0.026666667
Agri_Land_TP,06-08-2019 00:00,1104.0,826.0,600.0,394.0,322.0,413.0,446.0,494.0,393.0,147.0,12.0,180.0,89.0,0.082
Agri_Land_TP,19-08-2019 00:00,1044.718593,722.5929648,477.9648241,265.0603015,239.9748744,299.7487437,313.6080402,277.4572864,257.2613065,114.9346734,9.889447236,93.7839196,45.62311558,0.059
Agri_Land_TP,09-09-2019 00:00,1036.220295,703.6027754,455.5394623,240.1222897,222.2593235,270.8993929,274.8560278,238.5897658,229.0329575,127.9835212,11.54119688,66.46313964,28.46227233,0.063
Agri_Land_TP,24-09-2019 00:00,1100.851049,757.0541638,499.1509817,277.7535545,257.0473934,306.9539607,316.633717,262.6601219,263.8605281,90.75761679,8.976980366,78.25050779,35.22139472,0.069
Agri_Land_TP,04-03-2020 00:00,6558.351955,7092.752594,6830.562251,7567.349162,7619.17518,7750.646449,7586.543496,7474.45012,7377.435754,4184.084597,74.58858739,560.6484437,549.3838787,0.0363125
Agri_Land_TP,01-12-2021 00:00,1332.012526,899.4517223,540.4094468,313.3254175,272.4772965,260.7640919,240.3251566,204.1996347,195.1244781,194.0289666,13.8473382,47.29436326,29.58455115,0.0596
Agri_Land_TP,09-09-2016 00:00,1066.927397,727.1041096,477.6333333,263.6899543,246.4109589,299.1369863,305.5575342,257.1100457,249.630137,117.1520548,9.108675799,70.51598174,30.97260274,0.166
Agri_Land_TP,05-07-2017 00:00,1115.832061,807.259542,564.1603053,367.8473282,331.1145038,413.1145038,431.9694656,387.2977099,353.1984733,117.7251908,6.450381679,156.8549618,84.13740458,0.1528
Agri_Land_TP,05-10-2017 00:00,1207.0006,832.7121439,545.5208396,347.7955022,305.0494753,312.650075,314.8317841,303.6170915,275.9130435,134.7256372,7.843778111,165.9361319,121.4533733,0.127
Agri_Land_TP,25-04-2018 00:00,4198.463202,4604.050585,4415.457449,4386.442373,4152.574688,3763.011902,3395.088772,3153.175858,2981.733684,1317.529954,23.05296568,292.233287,202.3083714,0.093166667
Agri_Land_TP,17-05-2018 00:00,1055.034861,726.9306509,476.005748,301.6567632,283.3836966,292.0130636,291.4606599,256.0607644,257.7958346,155.6713198,13.65049268,151.9226635,96.28366677,0.124666667
Agri_Land_TP,15-06-2018 00:00,1010.45279,713.7360515,487.5922747,305.8369099,285.7553648,336.2038627,352.3648069,318.9935622,290.1244635,201.972103,9.778969957,145.1437768,86.25751073,0.1746
Agri_Land_TP,11-02-2019 00:00,4227.892823,5454.916746,5202.886124,5683.84689,4751.105263,5006.370335,5064.922488,5995.647847,5093.078469,2459.174163,32.22392344,853.6555024,818.9023923,0.0668
Agri_Land_TP,19-03-2019 00:00,4617.057732,5923.514433,5707.184536,6238.591753,5756.942268,5953.302062,5905.976289,6385.972165,5781.284536,3443.621649,129.4876289,800.842268,731.9237113,0.064666667
Agri_Land_TP,24-07-2019 00:00,1608.833333,1913.625,1636.916667,1304.875,1049.708333,1370.916667,1339.125,2969.166667,1132.375,459.0416667,20.45833333,1183.708333,464.2916667,0.158
Agri_Land_TP,11-09-2019 00:00,1031.023419,690.2921546,444.0971897,244.1826698,226.4203747,272.1194379,275.6235363,241.9906323,231.7031616,123.7851288,10.62177986,70.37704918,28.72775176,0.118
Agri_Land_TP,18-10-2019 00:00,1110.262353,738.1898627,458.7862098,265.0219453,233.6266459,225.3366841,214.7192411,182.0208127,183.3688234,127.2085516,7.120770211,72.78295342,39.46297607,0.127
